published_at,title,url
2025-04-22,엑셀 고수들의 숨겨진 비밀! 조건부 서식 1분 완벽 정리⚡#shorts,https://www.youtube.com/shorts/Xck8vP9-nEU
2025-04-15,엑셀 왕초보도 이것만 알면 VLOOKUP 고수됩니다⚡(1분 핵심 정리) #shorts,https://www.youtube.com/shorts/DjQcJUBKQ14
2025-04-09,"이것만 알면, 엑셀 고수됩니다. 딱, 1분만 투자하세요!⚡(셀 서식 완벽 정리) #shorts",https://www.youtube.com/shorts/fjDisfHEx5w
2025-04-03,"이제 엑셀에서 ""Ctrl + Q""를 눌러보세요!⚡️(데이터 분석 1초 컷!) #shorts",https://www.youtube.com/shorts/djxWo8btpyk
2025-03-25,"엑셀 데이터 비교, 이제 단축키로 5초면 됩니다!⚡(모든 버전 가능!) #shorts",https://www.youtube.com/shorts/j77Rd-NNZuM
2025-03-13,이 단축키 하나면 엑셀 고수 됩니다! (Ctrl + E 완벽 정리)⚡#shorts,https://www.youtube.com/shorts/WyKf1KLdTjk
2025-03-05,엑셀 잘 하고 싶다면? Shift를 눌러보세요!⚡️#shorts,https://www.youtube.com/shorts/DQTikU07sGA
2025-02-26,"클릭하면 움직인다?! 초간단 클릭 슬라이드, 1분 완벽 정리⚡#shorts",https://www.youtube.com/shorts/ZJdxGg-kJBM
2025-02-18,"3초면 끝! 직장인 필수, '셀 병합' 한 번에 끝내는 법⚡️#shorts",https://www.youtube.com/shorts/75sY5hCoZaY
2025-02-11,"엑셀/워드 텍스트 나누기, 이제 헤매지 마세요!⚡(1분 완벽 정리) #shorts",https://www.youtube.com/shorts/jGKObpFIcdA
2025-02-05,"PPT로 이게 가능?! 마블 느낌 인트로, 100초 안에 만들기⚡ #shorts",https://www.youtube.com/shorts/Z2RXHI86fXU
2025-01-30,"엑셀 통장내역 날짜 오류, 10초 간단 해결법⚡(함수 2개면 됩니다!) #shorts",https://www.youtube.com/shorts/8Tfhbq80EnE
2025-01-23,"엑셀 자동채우기, 업무가 2배 빨라지는 숨겨진 기능⚡(알아두면 정말 편리합니다!) #shorts",https://www.youtube.com/shorts/pmqhPU5nk6g
2025-01-13,"PPT로 이런 효과 가능?! 회전 슬라이드, 1분 안에 만드는 방법⚡️#shorts",https://www.youtube.com/shorts/RyK9m2Z-81w
2024-12-31,"엑셀 연간 보고서, 시트별 자동 생성! 1분 간단 해결법⚡️#shorts",https://www.youtube.com/shorts/7WReIjNQb1E
2024-12-17,엑셀로 크리스마스 랜덤 추첨기 만들기🎄 (1분이면 됩니다!⚡) #shorts,https://www.youtube.com/shorts/rMJkrUP5JY8
2024-12-11,엑셀 필터링 '1초' 안에 끝내는 3가지 방법⚡(필터 단축키 완벽 정리!) #shorts,https://www.youtube.com/shorts/W_SoOwFDjZM
2024-12-04,"엑셀 → PPT 자동 완성, 1초 만에 해결하는 꿀팁 대공개!⚡#shorts",https://www.youtube.com/shorts/9iJRzZBJMf4
2024-11-28,"엑셀 재고 관리 보고서, 1분 안에 만드는 방법 (모든 버전 가능!⚡) #shorts",https://www.youtube.com/shorts/37ki2fa3oOI
2024-11-19,"엑셀 순번 채우기, 상황별 완벽 정리 (그룹별/셀병합까지!)⚡#shorts",https://www.youtube.com/shorts/hrz0IO2YFZ4
2024-11-07,"엑셀 데이터 합치기, 5초 안에 끝내는 방법⚡#직장인엑셀 #shorts",https://www.youtube.com/shorts/Xi9g-LJAKvE
2024-10-28,엑셀로 포토샵을?! 1분 만에 사진 편집하는 꿀팁 공개!⚡#shorts,https://www.youtube.com/shorts/zFrxmsJBToQ
2024-10-25,엑셀로 마리오 게임 만들기 ㅋㅋ 지금 도전해보세요! #shorts,https://www.youtube.com/shorts/2Fa-oU2ZtMU
2024-10-21,직장인 필수! 엑셀·워드·PPT 특수기호 단축키 활용법⚡#shorts,https://www.youtube.com/shorts/GzRJhB7MN4Y
2024-10-15,작거나 큰 문서도 완벽 해결! 직장인 90%가 모르는 엑셀 '배율' 설정팁⚡️#shorts,https://www.youtube.com/shorts/qW-c7HlkQWo
2024-10-08,직장인 99%가 모르는 엑셀 복/붙 초간단 꿀팁 (모든 버전 가능!)⚡#클립보드 #shorts,https://www.youtube.com/shorts/42GlbP4r7oY
2024-10-02,"엑셀 데이터 입력, 10초 안에 끝내세요! ChatGPT 꿀팁 대공개⚡#shorts",https://www.youtube.com/shorts/aGMS6j8kFrA
2024-09-24,드디어 나온 엑셀 신기능! '포커스 셀'로 편하게 작업하세요!⚡ #shorts,https://www.youtube.com/shorts/9BVhiQHpJGg
2024-09-18,"엑셀 조건별 텍스트 합치기, 5초 간단 해결법 (함수 2개면 됩니다!⚡) #shorts",https://www.youtube.com/shorts/kWKAoPuDoXY
2024-09-05,"엑셀 숫자 → 한글 변환, 5초면 됩니다! (직장인 꿀팁⚡) #shorts",https://www.youtube.com/shorts/pFJyLlMVJ2k
2024-08-30,"엑셀 미래 데이터 예측, 10초 안에 해결하는 법⚡️#shorts",https://www.youtube.com/shorts/tUi2uMkd6l0
2024-08-28,"엑셀 업무가 2배 빨라지는, 필수 단축키 설정법!⚡(모든 버전 가능!) #shorts",https://www.youtube.com/shorts/fhxzverIh38
2024-08-22,"엑셀 데이터 관리, 클릭 한 번에 끝내는 방법⚡#직장인꿀팁 #shorts",https://www.youtube.com/shorts/cAIMs4-nEJk
2024-08-16,"직장인 필수! 엑셀 실시간 지도 차트, 1분 안에 만드는 법 🌍 #shorts",https://www.youtube.com/shorts/rhXisPGtmUw
2024-08-09,와..ㄷㄷ PPT 퀄리티 200% 올리는 방법!! 사진으로 3D 모델 만들기⚡#shorts,https://www.youtube.com/shorts/GQo4hWWSTKs
