published_at,title,url
2025-04-24,"진짜 AI 전문가가 알려주는, ""ChatGPT 이미지"" 실전 활용법 | 160개 키워드북 제공 | SoyLab 최돈현 대표",https://www.youtube.com/watch?v=PMwU5M32RHk
2025-04-14,엑셀로 프로젝트 관리 끝낸다! 실시간 자동 업데이트 간트차트 | A to Z 완벽 가이드,https://www.youtube.com/watch?v=tQsSczZDoWY
2025-04-02,"엑셀 + 파이썬, 이 정도까지 된다고?! 코파일럿이 분석을 알아서 해줍니다 | 지금 바로 사용해보세요!",https://www.youtube.com/watch?v=L2nUvMVhJ3o
2025-03-27,"클릭하면 엑셀 목록이 자동으로 완성됩니다! 초보자도 10분 안에 만드는, 다이나믹 목록 완벽 정리",https://www.youtube.com/watch?v=4eyBrQMjrsE
2025-03-10,피벗테이블을 뛰어넘는 놀라운 함수가 나왔습니다! | GROUPBY 함수 15분 완벽 정리 (실시간 차트까지?!),https://www.youtube.com/watch?v=p1rarKCC7gc
2025-02-28,"딱 한 번만 보면 끝나는, 엑셀 손익분석 완전 정복 | 초보자 맞춤, 모든 버전 가능! | #사장님필수",https://www.youtube.com/watch?v=yOxUv8YWWcg
2025-02-20,"2025년 엑셀, 이렇게 바뀝니다! 코파일럿부터 MS 폼즈 연동까지 | 15분 핵심 정리",https://www.youtube.com/watch?v=7VvT-7uRXr0
2025-02-13,구글 시트 자산 관리 포트폴리오 | 주식·예적금·보험까지 한 번에! (템플릿 제공),https://www.youtube.com/watch?v=JY1kWgkjIEw
2025-02-06,"엑셀 파일이 200% 빨라집니다! | 파일 용량 압축 실전 노하우, 7분 완벽 정리 (모든 버전 가능!)",https://www.youtube.com/watch?v=cK7RGAnBMFs
2025-01-27,"Ai 엑셀 선생님, 충격 등장..!! 이제 Ai가 화면을 보며 실시간으로 알려줍니다! (100% 무료, 바로 사용해보세요!)",https://www.youtube.com/watch?v=Tt1V1orkA18
2025-01-21,"진짜 Ai 전문가가 알려주는, ChatGPT 프롬프트 실전 가이드 | Microsoft RD 김태영 대표",https://www.youtube.com/watch?v=HSkOrNSVN_k
2025-01-16,"엑셀·워드·PPT 자동화, 이 영상 하나로 끝내세요! | ChatGPT 활용, 60분 마스터 클래스",https://www.youtube.com/watch?v=jwvnctA0qBw
2025-01-10,초보자도 만드는 인생 다이어리 | 노션 공식 컨설턴트가 알려주는 노션 자동화의 모든 것,https://www.youtube.com/watch?v=Anb5YQijnjQ
2025-01-09,"엑셀 파일 시트 합치기, 10초면 됩니다!⚡(모든 버전 완벽 정리) #shorts",https://www.youtube.com/watch?v=wfB_1YyXnkw
